movieId,title
300,Lie to Me
301,风声
302,保持爱你
303,窃听风云
304,九降風
305,渺渺
306,Confessions of a Shopaholic
307,17 Again
308,Girl Interrupted
309,El orfanato
310,Angus
311,Les choristes
312,He\'s Just Not That Into You
313,สี่แพร่ง
314,南京！南京！
315,เด็กหอ
316,Knocked Up
317,I Now Pronounce You Chuck and Larry
318,Click
319,Hitch
320,50 First Dates
321,爱到底
322,The Truman Show
323,恶魔的艺术2：邪降
324,Bride Wars
325,Burn After Reading
326,The Reader
327,Sex and the City
328,疯狂的赛车
329,芭啦芭啦樱之花
330,东京攻略
331,决战紫禁之巅
332,老鼠爱上猫
333,百年好合
334,千机变
335,求爱上上签
336,絕世好B
337,绝种好男人
338,失忆界女王
339,下一站，天后
340,行运超人
341,我老婆唔够秤
342,新扎师妹2
343,花好月圆
344,嫁个有钱人
345,夏日的么么茶
346,少女小渔
347,双食记
348,保持通话
349,画皮
350,The Nanny Diaries
351,27 Dresses
352,The Sisterhood of the Traveling Pants
353,The Parent Trap
354,13 Going On 30
355,Freaky Friday
356,The Princess Diaries
357,The Da Vinci Code
358,Mr. & Mrs. Smith
359,The Devil Wears Prada
360,댄서의 순정
361,내 사랑 싸가지
362,어린신부
363,Slumdog Millionaire
364,The Sixth Sense
365,클래식
366,The Ten
367,The Onion Movie
368,买凶拍人
369,스캔들
370,红字
371,谁都有秘密
372,济公
373,千王之王2000
374,算死草
375,喜剧之王
376,西游记大结局之仙履奇缘
377,西游记第一百零一回之月光宝盒
378,赌侠
379,整蛊专家
380,赌圣
381,百变星君
382,逃学威龙
383,功夫
384,食神
385,九品芝麻官白面包青天
386,鹿鼎记II神龙教
387,武状元苏乞儿
388,鹿鼎记
389,大内密探零零发
390,唐伯虎点秋香
391,疯狂的石头
392,Saw
393,瘦身男女
394,鐘無艷
395,龙凤斗
396,赤裸特工
397,夕阳天使
398,韩城攻略
399,新警察故事
400,星願
401,河东狮吼
402,新紮師妹
403,忘不了
404,甜蜜蜜
405,重庆森林
406,2046
407,如果·爱
408,伤城
409,门徒
410,无间道Ⅲ终极无间
411,无间道Ⅱ
412,无间道
413,天下无贼
414,Forrest Gump
415,Léon
416,장화
417,가발
418,Toire no Hanako-san
419,House of Wax
420,鬼来电
421,Ju-on: The Grudge 2
422,リング
423,Princess Aurora
424,สวยลากไส้
425,โปรแกรมหน้า วิญญาณอาฆาต
426,鬼影
427,스승의 은혜
428,女高怪谈4:声音
429,The Red Shoes
430,笔仙
431,见鬼10法
432,三更
433,异度空间
434,见鬼
435,饺子
436,山村老尸
437,呪怨
438,Final Destination 3
439,Final Destination 2
440,Final Destination
441,Cube
442,Identity
443,Red Dragon
444,Hannibal Rising
445,Hancock
446,Atonement
447,Perfume: The Story of a Murderer
448,Hard Candy
449,Juno
450,American Beauty
451,Basic Instinct
452,Hannibal
453,The Silence of the Lambs
454,The Terminal
455,Kung Fu Panda: Secrets of the Furious Five
456,樱兰高校host部
457,射雕英雄传之东成西就
458,Laughing Gor之变節
459,
460,If Only
461,
462,
463,The Vampire Diaries
464,Salt
465,Unthinkable
466,
467,
468,Diary of a Wimpy Kid
469,Brooklyn\'s Finest
470,Låt den rätte komma in
471,Lizzie McGuire
472,建国大业
473,Banlieue 13 - Ultimatum
474,Harry Potter and the Half-Blood Prince
475,Notorious
476,Tupac: Resurrection
477,21 Grams
478,Next Friday
479,Friday After Next
480,Are We There Yet?
481,Are We Done Yet?
482,Transformers: Revenge of the Fallen
483,久石譲 in 武道館 ~宮崎アニメと共に歩んだ25年間
484,天书奇谭
485,借りぐらしのアリエッティ
486,金粉世家
487,The Tingler
488,古惑仔2之猛龙过江
489,刺馬
490,살인의 추억
491,Ferris Bueller\'s Day Off
492,
493,Freaks
494,像雾像雨又像风
495,Le locataire
496,Battle of Chernobyl
497,
498,
499,
500,血色浪漫
501,
502,O Lucky Man!
503,碧血剑
504,
505,The Great Gatsby
506,les Fiancès du pont Mac Donald
507,転々
508,Never Let Me Go
509,
510,Sunset Blvd.
511,
512,
513,
514,緃横四海
515,The Usual Suspects
516,12 Angry Men
517,Sylvia
518,Rosemary\'s Baby
519,新獨臂刀
520,天龙八部
521,The Boat That Rocked
522,The Sting
523,Plein soleil
524,L\'amant
525,耳をすませば
526,Gisèle Kérozène
527,Velvet Goldmine
528,Azur et Asmar
529,Passport to Europe with Samantha Brown
530,Delicatessen
531,Brideshead Revisited
532,Dot the I
533,Sto dnej posle detstva
534,宫S
535,文雀
536,Amores perros
537,Evil Under the Sun
538,One Day in Europe
539,La mala educación
540,氷点2001
541,The Beach
542,Central do Brasil
543,Rear Window
544,ハウルの動く城
545,羅生門
546,Six Feet Under
547,青青河边草
548,金装四大才子
549,陀枪师姐
550,冤家宜结不宜解
551,我和春天有个约会
552,今生今世
553,十六岁的花季
554,北京夏天
555,The Other Boleyn Girl
556,무방비도시
557,데이지
558,Se7en
559,铁道游击队
560,情定大饭店
561,天国的阶梯
562,花花型警
563,Les chansons d\'amour
564,长江七号
565,Une vieille maîtresse
566,풀하우스
567,魔女柔熙
568,High School Musical
569,The Golden Compass
570,L\'histoire d\'Adèle H.
571,8 femmes
572,Waterloo Bridge
573,The Smurfs
574,ドラえもん
575,一休さん
576,古今大战秦俑情
577,Original Sin
578,The Simpsons Movie
579,Charlie\'s Angels
580,英雄
581,旺角黑夜
582,绝世好Bra
583,卫斯理之蓝血人
584,蜀山传
585,Popeye
586,葫芦兄弟
587,神笔马良
588,九色鹿
589,鸡毛信
590,黄河绝恋
591,紫日
592,红樱桃
593,刮痧
594,Resurrezione
595,雪山飞狐
596,Elizabeth
597,Politiki kouzina
598,개와 늑대의 시간
599,Bednaya Nastya
600,The Tudors
601,Serendipity
602,谁说我不在乎
603,三毛从军记
604,3 hommes et un couffin
605,La Môme
606,
607,Band of Brothers
608,The Godfather: Part II
609,The Pursuit of Happyness
610,虫不知
611,京都球侠
612,神雕侠侣
613,地道战
614,闪闪的红星
615,命运呼叫转移
616,I Am Legend
617,지금 사랑하는 사람과 살고 있습니까?
618,Empire of the Sun
619,No Reservations
620,Elizabethtown
621,Match Point
622,Music and Lyrics
623,贱色发达
624,色，戒
625,不是死就是活
626,云水谣
627,天堂口
628,兄弟
629,황진이
630,钱作怪
631,Cruel Intentions
632,大电影
633,C+侦探
634,Taxi Driver
635,la Bicyclette bleue
636,Hable con ella
637,The Cassandra Crossing
638,弃船
639,方世玉
640,Sense and Sensibility
641,The Dreamers
642,Emma （TV）
643,少林搭棚大師
644,La marche de l\'empereur
645,夏娃的诱惑
646,Chacun son cinéma ou Ce petit coup au coeur quand la lumière s\'éteint et que le film commence
647,Prison Break: Proof of Innocence
648,最强罗曼史
649,The Brothers Grimm
650,ただ、君を愛してる
651,Legally Blonde
652,Hollywood Homicide
653,青少年哪吒
654,Ocean\'s Thirteen
655,我的1919
656,马拉松 / Marathon
657,大丈夫2
658,Le voyage du ballon rouge
659,내여자의 남자 친구
660,追爱总动员
661,미녀는 괴로워
662,宝贝计划
663,Snakes on a Plane
664,Notes on a Scandal
665,Miami Vice
666,The Age of Innocence
667,The Art of Seduction
668,爱情呼叫转移
669,The Prestige
670,我的野蛮女老师
671,À ma soeur!
672,Les Misérables (mini)
673,Marie Antoinette
674,Zvezda
675,Le hussard sur le toit
676,沙漠兄弟连（El Alamein）
677,Sweet Home Alabama
678,スワロウテイル
679,蓝色大门
680,Décalage horaire
681,Tideland
682,늑대의 유혹
683,我脑中的橡皮擦
684,马粥街残酷史
685,花とアリス
686,Inventing the Abbotts
687,Contact
688,六指琴魔
689,七剑
690,The Incredibles
691,Cold Mountain
692,我叫金三顺
693,마이걸
694,雪之女王
695,Braveheart
696,Pirates of the Caribbean: The Curse of the Black Pearl
697,青蛇
698,八月照相馆
699,Little Miss Sunshine
700,小面包屑
701,
702,Mulan
703,宝莲灯
704,Home Alone
705,Mona Lisa Smile
706,청춘만화
707,我的野蛮女友
708,Babel
709,大时代
710,Pearl Harbor
711,The Black Dahlia
712,Scoop
713,我們都是這様長大的
714,牯岭街少年杀人事件
715,イノセンス
716,Roman Holiday
717,Marquise
718,The Piano
719,Un long dimanche de fiançailles
720,我们俩
721,Lost in Translation
722,My Own Private Idaho
723,Volver
724,最好的时光
725,
726,Religulous
727,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb
728,Natural Born Killers
729,Sweeney Todd: The Demon Barber of Fleet Street
730,No Country for Old Men
731,화려한 휴가
732,The Man from Earth
733,Artificial Intelligence: AI
734,Mulholland Dr.
735,Transformers
736,The Rock
737,霸王别姬
738,La leggenda del pianista sull\'oceano
739,The Magic Flute
740,大闹天宫
741,Terminator 2: Judgment Day
742,Jurassic Park
743,Entrapment
744,Lord of War
745,The Godfather
746,True Lies
747,Speed
748,Face/Off
749,Dead Poets Society
750,Nuovo cinema Paradiso
751,The Matrix
752,The English Patient
753,One Flew Over the Cuckoo\'s Nest
754,Once Upon a Time in America
755,Lola rennt
756,Citizen Kane
757,Malèna
758,Ben-Hur
759,The Others
760,Growing Pains
761,An Inconvenient Truth
762,"\""Tom and Jerry Kids Show\"
763,三峡好人
764,The Tourist
765,
766,美人心计
767,新扎师妹4：美丽密令
768,
769,巾帼枭雄
770,
771,愛的發聲練習
772,
773,宫心计
774,金枝欲孽
775,
776,
777,流星花园
778,IRIS
779,痞子英雄
780,敗犬女王
781,Pretty Woman
782,谈情说案
783,夜·店
784,爱情呼叫转移Ⅱ：爱情左右
785,火星没事
786,独自等待
787,大腕
788,东京审判
789,窈窕绅士
790,我的最爱
791,
792,
793,
794,流星语
795,夜半歌声
796,
797,梦游夏威夷
798,指間的重量
799,海巡尖兵
800,陽陽
801,
802,
803,停車
804,
805,
806,黑暗之光
807,蝴蝶
808,
809,爸... 你好嗎？
810,不能没有你
811,
812,美麗時光
813,爱情万岁
814,Visages
815,黑眼圈
816,不见
817,洞
818,空気人形
819,幻の光
820,ワンダフルライフ
821,
822,
823,起毛球了
824,起毛球了
825,≒草間彌生-わたし大好き-
826,Howl
827,Hush!
828,Elephant
829,Paranoid Park
830,经过
831,六号出口
832,少年不戴花
833,夏天的尾巴
834,盛夏光年
835,河流
836,你那边几点？
837,幫幫我，愛神
838,天邊一朵雲
839,一年之初
840,Mùi Đu Đủ Xanh - L\'odeur de papaye verte
841,悲情城市
842,아리이야기
843,El maquinista
844,サヨナラCOLOR
845,Breakfast at Tiffany\'s
846,색즉시공
847,시윌애
848,
849,ホーホケキョとなりの山田くん
850,Rocky Balboa
851,Apollo 13
852,Akeelah and the Bee
853,Rocky
854,Goal!
855,American Gangster
856,Seabiscuit
857,Agora
858,Der Untergang
859,
860,Shine
861,Copying Beethoven
862,The Passion of the Christ
863,Walk the Line
864,Cinderella Man
865,Lawrence of Arabia
866,Patton
867,Capote
868,Ray
869,Finding Neverland
870,Diarios de motocicleta
871,Gandhi
872,The Aviator
873,The Duchess
874,大奥
875,Dolls
876,人のセックスを笑うな
877,武士の一分
878,ゲド戦記
879,打ち上げ花火
880,アキレスと亀
881,御法度
882,ALWAYS 続・三丁目の夕日
883,生きる
884,ホノカアボーイ
885,甲贺忍法帖
886,Izu no odoriko
887,座頭市
888,アキラ
889,トウキョウソナタ
890,涙そうそう
891,Brother
892,ハルフウェイ
893,日本沉没
894,FLOWERS
895,The Outrage
896,虹の女神
897,東京タワー～オカンとボクと、時々、オトン～
898,HANA-BI
899,攻壳机动队
900,Linda Linda Linda
901,東京日和
902,スウィングガールズ
903,Water boys
904,失楽園
905,ぐるりのこと。
906,乱
907,The Last Samurai
908,海がきこえる
909,世界の中心で、愛をさけぶ
910,さくらん
911,ALWAYS 三丁目の夕日
912,かもめ食堂
913,キッズ・リターン
914,歩いても 歩いても
915,容疑者Xの献身
916,ハナミズキ
917,僕の彼女はサイボーグ
918,大奥
919,恋空
920,リリイ·シュシュのすべて
921,Coco Chanel & Igor Stravinsky
922,Sideways
923,あの夏、いちばん静かな海
924,東京物語
925,卧虎藏龙
926,推手
927,小武
928,苹果
929,花样年华
930,最遙遠的距離
931,The Unbearable Lightness of Being
932,生日快乐
933,Dear John
934,四月物語
935,孔雀
936,苏州河
937,Girl with a Pearl Earring
938,太阳照常升起
939,Unforgiven
940,A Perfect World
941,Flags of Our Fathers
942,Million Dollar Baby
943,Changeling
944,少林寺
945,Black Hawk Down
946,Gladiator
947,The Social Network
948,Full Metal Jacket
949,Inglourious Basterds
950,올드보이
951,魔女の宅急便
952,Trois couleurs: Blanc
953,The Bucket List
954,The Bridges of Madison County
955,The Last Emperor
956,Moon
957,L.A. Confidential
958,Gran Torino
959,Monsters
960,A Clockwork Orange
961,阿飛正傳
962,The Bourne Identity
963,2001: A Space Odyssey
964,Snatch
965,Eternal Sunshine of the Spotless Mind
966,Sin City
967,V for Vendetta
968,Trois couleurs: Bleu
969,Gloomy Sunday - Ein Lied von Liebe und Tod
970,可可西里
971,Trainspotting
972,春光乍泄
973,The Boy in the Striped Pyjamas
974,Crash
975,The Godfather: Part III
976,哪吒闹海
977,Hotel Rwanda
978,The Butterfly Effect
979,东邪西毒
980,Rain Man
981,Good Bye Lenin!
982,Memento
983,英雄本色
984,Amadeus
985,The Green Mile
986,Good Will Hunting
987,Saving Private Ryan
988,Requiem for a Dream
989,時をかける少女
990,
991,風の谷のナウシカ
992,The Dark Knight
993,阳光灿烂的日子
994,Le grand bleu
995,おくりびと
996,菊次郎の夏
997,Big Fish
998,Pulp Fiction
999,A Beautiful Mind
1000,活着
1001,一一
1002,七人の侍
1003,Scent of a Woman
1004,Cidade de Deus
1005,The Pianist
1006,嫌われ松子の一生
1007,天空の城ラピュタ
1008,となりのトトロ
1009,鬼子来了
1010,Lock
1011,Fight Club
1012,9
1013,Så som i himmelen
1014,警部補 古畑任三郎 1
1015,
1016,커피프린스1호점
1017,建党大业
1018,铁拳
1019,Brüno
1020,Drag Me to Hell
1021,Mary and Max
1022,Green Day: Bullet in a Bible
1023,Powder Blue
1024,Astérix aux jeux olympiques
1025,斗牛
1026,Night at the Museum: Battle of the Smithsonian
1027,Monsters vs. Aliens
1028,看上去很美
1029,狼牙
1030,气喘吁吁
1031,五虎屠龍
1032,Moulin Rouge!
1033,The Benchwarmers
1034,G.I. Joe: The Rise of Cobra
1035,Vinci
1036,麦兜响当当
1037,The Recruit
1038,Frauds
1039,麦兜，菠萝油王子
1040,Sex
1041,奇迹
1042,1リットルの涙
1043,麦兜故事
1044,Torque
1045,Doomsday
1046,二十四城记
1047,赤壁（下）
1048,Body of Lies
1049,Deja Vu
1050,August Rush
1051,The Number 23
1052,金錢帝國
1053,Underworld: Rise of the Lycans
1054,How to Lose Friends & Alienate People
1055,Crank 2: High Voltage
1056,Troy
1057,独家试爱
1058,赢钱专家
1059,XIII: The Conspiracy
1060,Ong bak 2
1061,神槍手
1062,Definitely
1063,The Butterfly Effect 3: Revelations
1064,John Rabe
1065,Yes Man
1066,بچههای آسمان
1067,Clerks II
1068,暗花
1069,Todo sobre mi madre
1070,Mindhunters
1071,The Whole Ten Yards
1072,高兴
1073,枪火
1074,A History of Violence
1075,Zack and Miri Make a Porno
1076,Role Models
1077,Beverly Hills Chihuahua
1078,Les triplettes de Belleville
1079,The Rocker
1080,家有喜事2009
1081,Eagle Eye
1082,Seven Pounds
1083,十三棵泡桐
1084,Kurt Cobain: About a Son
1085,Saw V
1086,Last Days
1087,Milk
1088,Three Seasons
1089,Disturbia
1090,The Wrestler
1091,Frost/Nixon
1092,Lost (Season 5)
1093,黃飛鴻之鐵雞鬥蜈蚣
1094,
1095,逃学威龙III之龙过鸡年
1096,97家有喜事
1097,逃学威龙2
1098,審死官
1099,少林足球
1100,赌侠II上海滩赌圣
1101,破坏之王
1102,枪王
1103,新上海滩
1104,家有喜事
1105,大富之家
1106,呆佬拜寿
1107,富贵再逼人
1108,富贵再三逼人
1109,富贵逼人
1110,The Condemned
1111,Open Season 2
1112,Open Season
1113,第一诫
1114,One Missed Call
1115,奪帥
1116,RocknRolla
1117,Mirrors
1118,Tropa de Elite
1119,Journey to the Center of the Earth
1120,Pineapple Express
1121,Quantum of Solace
1122,Hitman
1123,Biohazard: Degeneration
1124,Bolt
1125,Tropic Thunder
1126,金玉满堂
1127,双瞳
1128,伊莎贝拉
1129,Something\'s Gotta Give
1130,李米的猜想
1131,Planet Terror
1132,Man on Fire
1133,硬汉
1134,女人不坏
1135,Max Payne
1136,Interstella 5555
1137,Training Day
1138,The Big Lebowski
1139,有隻僵屍暗戀你
1140,Get Smart
1141,即日启程
1142,The Metamorphosis of Mr. Samsa
1143,the separation
1144,ねこぢる草
1145,Punk\'s Not Dead
1146,Reservoir Dogs
1147,Das Leben der Anderen
1148,Never Back Down
1149,Clean
1150,Be Kind Rewind
1151,十全九美
1152,Walk Hard: The Dewey Cox Story
1153,天黑请闭眼
1154,Vacancy
1155,The Incredible Hulk
1156,Harold & Kumar Go to White Castle
1157,Harold & Kumar Escape from Guantanamo Bay
1158,Napoleon Dynamite
1159,Cubic Tragedy
1160,Indiana Jones and the Kingdom of the Crystal Skull
1161,筑梦2008
1162,Heima
1163,You Don\'t Mess with the Zohan
1164,Ed Wood
1165,Felon
1166,唐山大兄
1167,The X Files: I Want to Believe
1168,Lost (Season 4)
1169,监狱风云
1170,Le scaphandre et le papillon
1171,Son of Rambow
1172,Wild at Heart
1173,Blue Velvet
1174,力王
1175,Vantage Point
1176,Wanted
1177,Ken Park
1178,Let\'s Go to Prison
1179,Hot Rod
1180,赤壁（上）
1181,세븐데이즈
1182,Сибирский цирюльник
1183,In Bruges
1184,Lifted
1185,Geri\'s Game
1186,The Spiderwick Chronicles
1187,少年黄飞鸿之铁马骝
1188,深海寻人
1189,30 Days of Night
1190,21
1191,Margot at the Wedding
1192,16 Blocks
1193,キサラギ
1194,クローズZERO
1195,National Treasure: Book of Secrets
1196,Teeth
1197,4 luni
1198,The Forbidden Kingdom
1199,Annie Hall
1200,Lars and the Real Girl
1201,Cloverfield
1202,离开雷锋的日子
1203,Mean Machine
1204,The Hitchhiker\'s Guide to the Galaxy
1205,大灌篮
1206,The Mist
1207,3:10 to Yuma
1208,Superbad
1209,Rambo
1210,Badkonake sefid
1211,秒速5センチメートル
1212,Saw IV
1213,破事儿
1214,集结号
1215,finder\'s fee
1216,Being John Malkovich
1217,Beowulf
1218,American Pie Presents Beta House
1219,Scary Movie 3
1220,Scary Movie 2
1221,Scary Movie
1222,Scary Movie 4
1223,Epic Movie
1224,American History X
1225,Shoot \'Em Up
1226,我叫刘跃进
1227,耳朵大有福
1228,Rambo III
1229,Rambo: First Blood Part II
1230,First Blood
1231,神探
1232,Persepolis
1233,光荣的愤怒
1234,La grande vadrouille
1235,The Hills Have Eyes II
1236,Rush Hour
1237,飞行日志
1238,野·良犬
1239,Boogeyman 2
1240,The Bourne Supremacy
1241,The Bourne Ultimatum
1242,投名状
1243,Eastern Promises
1244,The Kingdom
1245,두사부일체 3
1246,七擒七纵七色狼
1247,The Gods Must Be Crazy
1248,Anthony Zimmer
1249,American Pie 4: Band Camp
1250,American Pie 2
1251,American Wedding
1252,American Pie
1253,不能说的秘密
1254,戲王之王
1255,大话神探
1256,The Invisible
1257,Koroshiya 1
1258,Species
1259,Indiana Jones and the Temple of Doom
1260,Indiana Jones and the Last Crusade
1261,Raiders of the Lost Ark
1262,Die Hard 2
1263,Clerks.
1264,Die Hard
1265,Idiocracy
1266,Sleepy Hollow
1267,The Hills Have Eyes
1268,ちびまる子ちゃん
1269,导火线
1270,龙虎门
1271,Heart Is
1272,Mars Attacks!
1273,1408
1274,The Nightmare Before Christmas
1275,神经侠侣
1276,Ong-bak
1277,Tom Yum Goong
1278,Ghost Ship
1279,Hollow Man II
1280,The Butterfly Effect 2
1281,The Texas Chainsaw Massacre: The Beginning
1282,The Texas Chainsaw Massacre
1283,Salò o le 120 giornate di Sodoma
1284,The Chronicles of Narnia: The Lion
1285,The Shining
1286,Kill Bill: Vol. 2
1287,From Dusk Till Dawn
1288,Kill Bill: Vol. 1
1289,杀破狼
1290,Les quatre cents coups
1291,Exorcist: The Beginning
1292,The Exorcist
1293,喜宴
1294,Brokeback Mountain
1295,Sid and Nancy
1296,Cashback
1297,Ocean\'s Eleven
1298,冲锋队怒火街头
1299,男儿本色
1300,Dumb & Dumber
1301,奇迹世界
1302,Meet the Fockers
1303,Astérix & Obélix: Mission Cléopâtre
1304,Banlieue 13
1305,Hoodwinked!
1306,Meet the Parents
1307,シュガー＆スパイス ～風味絶佳～
1308,Phone Booth
1309,野蛮秘笈
1310,X-Men: The Last Stand
1311,X-Men
1312,头文字D
1313,Spider-Man
1314,The League of Extraordinary Gentlemen
1315,Van Helsing
1316,辣手回春
1317,豪杰春香
1318,姨妈的后现代生活
1319,9 Songs
1320,Bonnie and Clyde
1321,À bout de souffle
1322,Captivity
1323,Bad Boys II
1324,Ratatouille
1325,Nanking
1326,老港正传
1327,Live Free or Die Hard
1328,Harry Potter and the Sorcerer\'s Stone
1329,Harry Potter and the Chamber of Secrets
1330,Harry Potter and the Goblet of Fire
1331,Pirates of the Caribbean: At Worlds End
1332,Hot Fuzz
1333,Next
1334,American Pie Presents The Naked Mile
1335,举起手来！
1336,싸이보그지만괜찮아
1337,City of Angels
1338,Ghost
1339,Panic Room
1340,Finding Nemo
1341,Silent Hill
1342,Constantine
1343,英雄本色Ⅲ夕阳之歌
1344,英雄本色2
1345,Mr. Bean\'s Holiday
1346,Taxi 4
1347,Spider-Man 3
1348,Crank
1349,Ghost Rider
1350,The Edge
1351,Dracula
1352,A Fish Called Wanda
1353,Bridget Jones\'s Diary
1354,Notting Hill
1355,The Mummy
1356,Men in Black
1357,I
1358,Hollow Man
1359,バトル・ロワイアル
1360,The Matrix Revolutions
1361,ビジターQ
1362,Tais-toi!
1363,Because of Winn-Dixie
1364,半生缘
1365,Night at the Museum
1366,Angel-A
1367,LOST
1368,神话
1369,警察故事 III：超級警察
1370,警察故事續集
1371,A计划
1372,警察故事
1373,Gozu
1374,インプリント　～ぼっけえ、きょうてえ～
1375,친절한 금자씨
1376,World Trade Center
1377,8 Mile
1378,The School of Rock
1379,Pink Floyd The Wall
1380,Nirvana: Unplugged In New York
1381,Grindhouse
1382,狗咬狗
